"","FIPS","ISO2","ISO3","UN","NAME","AREA","POP2005","REGION","SUBREGION","LON","LAT","GDESC","GVALUE","GYEAR"
"5031","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," COLUMBANUS ",93,433
"5032","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," COMGALL ",93,424
"6433","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," CONDEDUS ",134,459
"8522","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CONRAD CONFALONIERI OF PIACENZA ",87,132
"8523","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," CONRAN ",87,459
"5033","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CONSTANTINE ",93,NA
"48","EC","EC","ECU",218,"Ecuador",27684,13060993,19,5,-78.497,-1.385," CORDERO MIGUEL ",2,286
"1281","BE","BE","BEL",56,"Belgium",0,10398049,150,155,4.664,50.643," CORDERO MIGUEL ",8,286
"481","EC","EC","ECU",218,"Ecuador",27684,13060993,19,5,-78.497,-1.385," CORENTIN ",2,NA
"1282","BE","BE","BEL",56,"Belgium",0,10398049,150,155,4.664,50.643," CORENTIN ",8,NA
"6434","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," COUDERC TERESA ",134,276
"8524","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," COUDERC TERESA ",87,276
"5034","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CREDAN ",93,NA
"5035","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CREDAN ",93,574
"20670","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CUTHBERT ",302,487
"20671","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CUTHBURGA ",302,517
"20672","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CUTHFLEDA ",302,28
"5036","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CYBI CUBY ",93,402
"5037","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," CYNIBURG KINEBURGA ",93,NA
"6435","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," CYRICUS AND JULITTA ",134,327
"20673","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," CYRICUS AND JULITTA ",302,327
"7115","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," CYRIL AND METHODIUS ",65,588
"1382",NA,"PS","PSE",275,"Palestine",0,3762005,142,145,35.278,32.037," DANIEL THE STYLITE ",16,379
"20674","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," DAVID OF SCOTLAND ",302,70
"1546","NO","NO","NOR",578,"Norway",30625,4638836,150,154,8.74,61.152," DAVID OF SCOTLAND ",18,70
"444","DA","DK","DNK",208,"Denmark",4243,5416945,150,154,9.264,56.058," DAVID OF SCOTLAND ",16,70
"7116","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," DAVID OF SCOTLAND ",65,70
"1905","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," DAVID OF SWEDEN AND MUNKTHORP ",26,40
"5038","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," DAVID DEWI OF WALES ",93,424
"493","EG","EG","EGY",818,"Egypt",99545,72849793,2,15,29.872,26.494," DAVID DEWI OF WALES ",26,424
"821","IN","IN","IND",356,"India",297319,1134403141,142,34,78.5,21," DE BRITTO JOHN ",8,226
"551","ET","ET","ETH",231,"Ethiopia",100000,78985857,2,14,39.616,8.626," DE JACOBIS JUSTIN",7,264
"552","ET","ET","ETH",231,"Ethiopia",100000,78985857,2,14,39.616,8.626," DECLAN ",7,388
"8525","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," DELPHINE OF PROVENCE ",87,133
"8526","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," DENYS ",87,158
"6436","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," DENYS ",134,158
"20675","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," DENYS ",302,158
"7117","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," DISIBOD ",65,459
"494","EG","EG","EGY",818,"Egypt",99545,72849793,2,15,29.872,26.494," DISMAS THE GOOD THIEF ",26,324
"445","DA","DK","DNK",208,"Denmark",4243,5416945,150,154,9.264,56.058," DOMINIC ",16,96
"7118","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," DOMINIC ",65,96
"6437","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," DOMINIC ",134,96
"8527","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," DOMINIC ",87,96
"18710","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," DOMINIC ",70,96
"802","HU","HU","HUN",348,"Hungary",9210,10086387,150,151,19.134,47.07," DOMINIC ",25,96
"18711","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," DOMINIC OF SILOS ",70,520
"5039","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," DONATUS DONAT DINO ",93,585
"8528","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," DOROTHY DOROTHEA ",87,327
"7119","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," DOROTHY DOROTHEA ",65,327
"20676","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," DOROTHY DOROTHEA ",302,327
"8529","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," DREXEL KATHARINE ",87,297
"20677","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," DRITHELM ",302,498
"20678","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," DROSTAN ",302,459
"20679","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," DUNSTAN ",302,614
"5040","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," DUTHAC DOTHOW DUBTACH",93,31
"6438","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," EANSWYTH ",134,451
"5041","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," EDFRITH ",93,515
"8530","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," EDFRITH ",87,515
"20680","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EDGAR ",302,610
"20681","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EDMUND ",302,582
"6439","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," EDMUND ",134,582
"20682","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EDMUND EDME OF ABINGDON ",302,101
"6440","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," EDMUND EDME OF ABINGDON ",134,101
"20683","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EDWARD THE CONFESSOR ",302,32
"6441","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," EDWARD THE CONFESSOR ",134,32
"822","IN","IN","IND",356,"India",297319,1134403141,142,34,78.5,21," EDWARD THE CONFESSOR ",8,32
"20684","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EDWARD THE MARTYR ",302,554
"5042","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," EGBERT ",93,519
"20685","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EGBERT ",302,519
"20686","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EGWIN ",302,511
"20687","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ELFLEDA ",302,508
"803","HU","HU","HUN",348,"Hungary",9210,10086387,150,151,19.134,47.07," ELIZABETH OF HUNGARY OF THURINGIA",25,99
"804","HU","HU","HUN",348,"Hungary",9210,10086387,150,151,19.134,47.07," ELIZABETH OF PORTUGAL ",25,129
"1653","PO","PT","PRT",620,"Portugal",9150,10528226,150,39,-8.058,40.309," ELIZABETH OF PORTUGAL ",15,129
"20688","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ELOI ",302,467
"20689","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ELPHIN ",302,NA
"5043","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ELWIN ",93,491
"5044","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ENDA EANNA ",93,390
"20690","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ENDA EANNA ",302,390
"5045","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ENDELLION ENDELIENT ",93,402
"20691","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ENDELLION ENDELIENT ",302,402
"1906","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," ERIC OF SWEDEN ",26,76
"59","FI","FI","FIN",246,"Finland",30459,5246004,150,154,26.272,64.504," ERIC OF SWEDEN ",7,76
"20692","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ERIC OF SWEDEN ",302,76
"1907","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," ERKENGOTA ",26,467
"591","FI","FI","FIN",246,"Finland",30459,5246004,150,154,26.272,64.504," ERKENGOTA ",7,467
"20693","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ERKENGOTA ",302,467
"20694","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ERNIN ",302,402
"18712","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," ESCRIVA DE BALAGUER ",70,299
"1908","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," ESKIL ",26,40
"20695","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ETHBIN EGBIN ",302,402
"5046","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ETHBIN EGBIN ",93,402
"6442","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," ETHBIN EGBIN ",134,402
"20696","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ETHELBERT OF KENT ",302,434
"20697","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ETHELBERT ",302,557
"20698","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ETHELDREDA ",302,480
"20699","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ETHELDRITHA ",302,572
"206100","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ETHELFLEDA ",302,606
"206101","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," ETHELWOLD ",302,613
"6443","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," ETHELWOLD ",134,613
"5047","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," ETHERNAN ",93,574
"6444","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," EUDES JOHN ",134,222
"18713","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," EUPHRASIUS ",70,6
"1383",NA,"PS","PSE",275,"Palestine",0,3762005,142,145,35.278,32.037," EUSEBIUS OF VERCELLI ",16,346
"495","EG","EG","EGY",818,"Egypt",99545,72849793,2,15,29.872,26.494," EUSEBIUS OF VERCELLI ",26,346
"206102","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EUSTACE ",302,NA
"1909","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," EUSTOCHIUM CALAFATO ",26,152
"206103","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EVANS PHILIP ",302,221
"206104","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," EVERILD ",302,498
"6445","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," EYMARD PETER JULIAN ",134,270
"206105","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," FABIOLA ",302,355
"6446","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FAITH ",134,308
"8531","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FAITH ",87,308
"18714","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," FAITH ",70,308
"6447","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FARA ",134,464
"8532","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FARA ",87,464
"18715","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," FARA ",70,464
"6448","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FAUSTUS OF RIEZ ",134,589
"8533","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FAUSTUS OF RIEZ ",87,589
"18716","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," FAUSTUS OF RIEZ ",70,589
"206106","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," FELIX OF DUNWICH ",302,455
"18717","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," FERDINAND III ",70,106
"6449","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FIACRE ",134,474
"5048","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FIACRE ",93,474
"565","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," FIACRE ",24,474
"1924","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," FIDELIS OF SIGMARINGEN ",22,204
"5049","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FINNIAN ",93,401
"5050","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FINNIAN OF MOVILLE ",93,416
"5051","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FINTAN OF CLONENAGH ",93,425
"5052","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FINTAN MUNNU MUNDUS ",93,447
"5053","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FIRMIN ",93,342
"5054","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FLANNAN ",93,459
"206107","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," FORTY MARTYRS OF ENGLAND AND WALES ",302,NA
"201","TU","TR","TUR",792,"Turkey",76963,72969723,142,145,35.179,39.061," FORTY MARTYRS OF SEBASTE ",2,333
"206108","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," FOUR CROWNED MARTYRS QUATTUOR CORONATI ",302,360
"7120","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," FOURTEEN HOLY HELPERS FOURTEEN AUXILIARY SAINTS ",65,NA
"805","HU","HU","HUN",348,"Hungary",9210,10086387,150,151,19.134,47.07," FOURTEEN HOLY HELPERS FOURTEEN AUXILIARY SAINTS ",25,NA
"19010","SW","SE","SWE",752,"Sweden",41033,9038049,150,154,15.27,62.011," FOURTEEN HOLY HELPERS FOURTEEN AUXILIARY SAINTS ",26,NA
"6450","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FOURTEEN HOLY HELPERS FOURTEEN AUXILIARY SAINTS ",134,NA
"8534","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FOURTEEN HOLY HELPERS FOURTEEN AUXILIARY SAINTS ",87,NA
"6451","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRANCIS OF ASSISI ",134,98
"1131","MO","MA","MAR",504,"Morocco",44630,30494991,2,15,-5.758,32.706," FRANCIS OF ASSISI ",4,98
"18718","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," FRANCIS OF ASSISI ",70,98
"8535","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FRANCIS OF ASSISI ",87,98
"206109","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," FRANCIS OF ASSISI ",302,98
"6452","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRANCIS OF LUCERA ",134,236
"1132","MO","MA","MAR",504,"Morocco",44630,30494991,2,15,-5.758,32.706," FRANCIS OF LUCERA ",4,236
"18719","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," FRANCIS OF LUCERA ",70,236
"8536","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FRANCIS OF LUCERA ",87,236
"206110","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," FRANCIS OF LUCERA ",302,236
"6453","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRANCIS OF PAOLA ",134,159
"18720","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," FRANCIS OF PAOLA ",70,159
"8537","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FRANCIS OF PAOLA ",87,159
"119","MX","MX","MEX",484,"Mexico",190869,104266392,19,13,-102.535,23.951," FRANCIS OF PAOLA ",5,159
"8538","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," FRASSINETTI PAULA ",87,275
"1654","PO","PT","PRT",620,"Portugal",9150,10528226,150,39,-8.058,40.309," FRASSINETTI PAULA ",15,275
"202","BR","BR","BRA",76,"Brazil",845942,186830759,19,5,-53.089,-10.772," FRASSINETTI PAULA ",5,275
"566","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," FRIDOLIN ",24,402
"7121","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," FRIDOLIN ",65,402
"1925","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," FRIDOLIN ",22,402
"6454","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRIDOLIN ",134,402
"567","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," FRITHEBERT ",24,542
"7122","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," FRITHEBERT ",65,542
"1926","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," FRITHEBERT ",22,542
"6455","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRITHEBERT ",134,542
"568","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," FRITHESTAN ",24,599
"7123","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," FRITHESTAN ",65,599
"1927","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," FRITHESTAN ",22,599
"6456","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRITHESTAN ",134,599
"569","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," FRONT OF PERIGUEUX ",24,342
"7124","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," FRONT OF PERIGUEUX ",65,342
"1928","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," FRONT OF PERIGUEUX ",22,342
"6457","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRONT OF PERIGUEUX ",134,342
"5610","AU","AT","AUT",40,"Austria",8245,8291979,150,155,14.912,47.683," FRUCTUOSUS AND AUGURIUS AND EULOGIUS ",24,312
"7125","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," FRUCTUOSUS AND AUGURIUS AND EULOGIUS ",65,312
"1929","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," FRUCTUOSUS AND AUGURIUS AND EULOGIUS ",22,312
"6458","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FRUCTUOSUS AND AUGURIUS AND EULOGIUS ",134,312
"5055","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," FURSEY FURSA ",93,459
"6459","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," FURSEY FURSA ",134,459
"206111","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GABRIEL ",302,NA
"19210","SZ","CH","CHE",756,"Switzerland",4000,7424389,150,155,7.908,46.861," GALL GALLECH GILIANUS ",22,444
"8539","IT","IT","ITA",380,"Italy",29411,5864636,150,39,12.8,42.7," GALL GALLECH GILIANUS ",87,444
"206112","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GARNET THOMAS ",302,192
"18721","SP","ES","ESP",724,"Spain",49904,43397491,150,39,-3.649,40.227," GENESIUS OF ARLES ",70,326
"6460","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," GENEVIEVE GENOFEVA ",134,382
"206113","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GENEVIEVE GENOFEVA ",302,382
"7126","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," GENEVIEVE GENOFEVA ",65,382
"206114","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GENNINGS EDMUND",302,182
"6461","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," GENNINGS EDMUND",134,182
"206115","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GENNYS ",302,NA
"6462","FR","FR","FRA",250,"France",55010,60990544,150,155,2.55,46.565," GENNYS ",134,NA
"206116","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GEORGE ",302,326
"1655","PO","PT","PRT",620,"Portugal",9150,10528226,150,39,-8.058,40.309," GEORGE ",15,326
"7127","GM","DE","DEU",276,"Germany",34895,82652369,150,155,9.851,51.11," GEORGE ",65,326
"1742","RS","RU","RUS",643,"Russia",1638094,143953092,150,151,96.689,61.988," GEORGE ",13,326
"553","ET","ET","ETH",231,"Ethiopia",100000,78985857,2,14,39.616,8.626," GEORGE ",7,326
"67","GG","GE","GEO",268,"Georgia",6949,4473409,142,145,43.518,42.176," GEORGE THE HAGIORITE ",4,31
"671","GG","GE","GEO",268,"Georgia",6949,4473409,142,145,43.518,42.176," GERALD OF AURILLAC ",4,593
"672","GG","GE","GEO",268,"Georgia",6949,4473409,142,145,43.518,42.176," GERALD OF MAYO ",4,522
"806","HU","HU","HUN",348,"Hungary",9210,10086387,150,151,19.134,47.07," GERARD SAGREDO ",25,26
"206117","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GERMANUS OF AUXERRE ",302,368
"5056","EI","IE","IRL",372,"Ireland",6889,4143294,150,154,-8.152,53.177," GERMANUS OF MAN ",93,375
"206118","UK","GB","GBR",826,"United Kingdom",24193,60244834,150,154,-1.6,53," GERMANUS OF MAN ",302,375
"1633","PL","PL","POL",616,"Poland",30629,38195558,150,151,19.401,52.125," GERTRUDE ",17,124
